ID,Title,Authors,Abstract,Journal_Conference_Name,Publisher,Year,DOI,Group_Name
2160,A Tutorial on Learning With Bayesian Networks,David Heckerman,"A Bayesian network is a graphical model that encodes probabilistic relationships among variables of interest. When used in conjunction with statistical techniques, the graphical model has several advantages for data analysis. One, because the model encodes dependencies among all variables, it readily handles situations where some data entries are missing. Two, a Bayesian network can be used to learn causal relationships, and hence can be used to gain understanding about a problem domain and to predict the consequences of intervention. Three, because the model has both a causal and probabilistic semantics, it is an ideal representation for combining prior knowledge (which often comes in causal form) and data. Four, Bayesian statistical methods in conjunction with Bayesian networks offer an efficient and principled approach for avoiding the overfitting of data. In this paper, we discuss methods for constructing Bayesian networks from prior knowledge and summarize Bayesian statistical methods for using data to improve these models. With regard to the latter task, we describe methods for learning both the parameters and structure of a Bayesian network, including techniques for learning with incomplete data. In addition, we relate Bayesian-network methods for learning to techniques for supervised and unsupervised learning. We illustrate the graphical-modeling approach using a real-world case study.","Original version published in Learning in Graphical Models, M.
  Jordan, ed., MIT Press, Cambridge, MA, 1999",arXiv,2020,N/A,cs.LG
2161,Characterizing hydrostatic mass bias with Mock-X,"David J. Barnes, Mark Vogelsberger, Francesca A. Pearce, Ana-Roxana Pop, Rahul Kannan, Kaili Cao, Scott T. Kay, Lars Hernquist","Surveys in the next decade will deliver large samples of galaxy clusters that transform our understanding of their formation. Cluster astrophysics and cosmology studies will become systematics limited with samples of this magnitude. With known properties, hydrodynamical simulations of clusters provide a vital resource for investigating potential systematics. However, this is only realized if we compare simulations to observations in the correct way. Here we introduce the \textsc{Mock-X} analysis framework, a multiwavelength tool that generates synthetic images from cosmological simulations and derives halo properties via observational methods. We detail our methods for generating optical, Compton-$y$ and X-ray images. Outlining our synthetic X-ray image analysis method, we demonstrate the capabilities of the framework by exploring hydrostatic mass bias for the IllustrisTNG, BAHAMAS and MACSIS simulations. Using simulation derived profiles we find an approximately constant bias $b\approx0.13$ with cluster mass, independent of hydrodynamical method or subgrid physics. However, the hydrostatic bias derived from synthetic observations is mass-dependent, increasing to $b=0.3$ for the most massive clusters. This result is driven by a single temperature fit to a spectrum produced by gas with a wide temperature distribution in quasi-pressure equilibrium. The spectroscopic temperature and mass estimate are biased low by cooler gas dominating the emission, due to its quadratic density dependence. The bias and the scatter in estimated mass remain independent of the numerical method and subgrid physics. Our results are consistent with current observations and future surveys will contain sufficient samples of massive clusters to confirm the mass dependence of the hydrostatic bias.",N/A,arXiv,2020,10.1093/mnras/stab1276,astro-ph.CO
2162,Modeling Global and Local Node Contexts for Text Generation from Knowledge Graphs,"Leonardo F. R. Ribeiro, Yue Zhang, Claire Gardent, Iryna Gurevych","Recent graph-to-text models generate text from graph-based data using either global or local aggregation to learn node representations. Global node encoding allows explicit communication between two distant nodes, thereby neglecting graph topology as all nodes are directly connected. In contrast, local node encoding considers the relations between neighbor nodes capturing the graph structure, but it can fail to capture long-range relations. In this work, we gather both encoding strategies, proposing novel neural models which encode an input graph combining both global and local node contexts, in order to learn better contextualized node embeddings. In our experiments, we demonstrate that our approaches lead to significant improvements on two graph-to-text datasets achieving BLEU scores of 18.01 on AGENDA dataset, and 63.69 on the WebNLG dataset for seen categories, outperforming state-of-the-art models by 3.7 and 3.1 points, respectively.",N/A,arXiv,2020,N/A,cs.CL
2163,The Drell-Yan cross section to third order in the strong coupling constant,"Claude Duhr, Falko Dulat, Bernhard Mistlberger","We present phenomenological results for the inclusive cross section for the production of a lepton-pair via virtual photon exchange at next-to-next-to-next-to-leading order (N$^3$LO) in perturbative QCD. In line with the case of Higgs production, we find that the hadronic cross section receives corrections at the percent level, and the residual dependence on the perturbative scales is reduced. However, unlike in the Higgs case, we observe that the uncertainty band derived from scale variation is no longer contained in the band of the previous order.","Phys. Rev. Lett. 125, 172001 (2020)",arXiv,2020,10.1103/PhysRevLett.125.172001,hep-ph
2164,TEASER: Fast and Certifiable Point Cloud Registration,"Heng Yang, Jingnan Shi, Luca Carlone","We propose the first fast and certifiable algorithm for the registration of two sets of 3D points in the presence of large amounts of outlier correspondences. We first reformulate the registration problem using a Truncated Least Squares (TLS) cost that is insensitive to a large fraction of spurious correspondences. Then, we provide a general graph-theoretic framework to decouple scale, rotation, and translation estimation, which allows solving in cascade for the three transformations. Despite the fact that each subproblem is still non-convex and combinatorial in nature, we show that (i) TLS scale and (component-wise) translation estimation can be solved in polynomial time via adaptive voting, (ii) TLS rotation estimation can be relaxed to a semidefinite program (SDP) and the relaxation is tight, even in the presence of extreme outlier rates, and (iii) the graph-theoretic framework allows drastic pruning of outliers by finding the maximum clique. We name the resulting algorithm TEASER (Truncated least squares Estimation And SEmidefinite Relaxation). While solving large SDP relaxations is typically slow, we develop a second fast and certifiable algorithm, named TEASER++, that uses graduated non-convexity to solve the rotation subproblem and leverages Douglas-Rachford Splitting to efficiently certify global optimality.   For both algorithms, we provide theoretical bounds on the estimation errors, which are the first of their kind for robust registration problems. Moreover, we test their performance on standard, object detection, and the 3DMatch benchmarks, and show that (i) both algorithms dominate the state of the art and are robust to more than 99% outliers, (ii) TEASER++ can run in milliseconds, and (iii) TEASER++ is so robust it can also solve problems without correspondences, where it largely outperforms ICP and it is more accurate than Go-ICP while being orders of magnitude faster.","IEEE Transactions on Robotics (T-RO), 2020",arXiv,2020,N/A,cs.RO
2165,"75,000,000,000 Streaming Inserts/Second Using Hierarchical Hypersparse GraphBLAS Matrices","Jeremy Kepner, Tim Davis, Chansup Byun, William Arcand, David Bestor, William Bergeron, Vijay Gadepally, Matthew Hubbell, Michael Houle, Michael Jones, Anna Klein, Peter Michaleas, Lauren Milechin, Julie Mullen, Andrew Prout, Antonio Rosa, Siddharth Samsi, Charles Yee, Albert Reuther","The SuiteSparse GraphBLAS C-library implements high performance hypersparse matrices with bindings to a variety of languages (Python, Julia, and Matlab/Octave). GraphBLAS provides a lightweight in-memory database implementation of hypersparse matrices that are ideal for analyzing many types of network data, while providing rigorous mathematical guarantees, such as linearity. Streaming updates of hypersparse matrices put enormous pressure on the memory hierarchy. This work benchmarks an implementation of hierarchical hypersparse matrices that reduces memory pressure and dramatically increases the update rate into a hypersparse matrices. The parameters of hierarchical hypersparse matrices rely on controlling the number of entries in each level in the hierarchy before an update is cascaded. The parameters are easily tunable to achieve optimal performance for a variety of applications. Hierarchical hypersparse matrices achieve over 1,000,000 updates per second in a single instance. Scaling to 31,000 instances of hierarchical hypersparse matrices arrays on 1,100 server nodes on the MIT SuperCloud achieved a sustained update rate of 75,000,000,000 updates per second. This capability allows the MIT SuperCloud to analyze extremely large streaming network data sets.",N/A,arXiv,2020,10.1109/IPDPSW50202.2020.00046,cs.DC
2166,Solar System objects observed with TESS -- First data release: bright main-belt and Trojan asteroids from the Southern Survey,"András Pál, Róbert Szakáts, Csaba Kiss, Attila Bódi, Zsófia Bognár, Csilla Kalup, László L. Kiss, Gábor Marton, László Molnár, Emese Plachy, Krisztián Sárneczky, Gyula M. Szabó, Róbert Szabó","Compared with previous space-borne surveys, the Transiting Exoplanet Survey Satellite (TESS) provides a unique and new approach to observe Solar System objects. While its primary mission avoids the vicinity of the ecliptic plane by approximately six degrees, the scale height of the Solar System debris disk is large enough to place various small body populations in the field-of-view. In this paper we present the first data release of photometric analysis of TESS observations of small Solar System Bodies, focusing on the bright end of the observed main-belt asteroid and Jovian Trojan populations. This data release, named TSSYS-DR1, contains 9912 light curves obtained and extracted in a homogeneous manner, and triples the number of bodies with unambiguous fundamental rotation characteristics, namely where accurate periods and amplitudes are both reported. Our catalogue clearly shows that the number of bodies with long rotation periods are definitely underestimated by all previous ground-based surveys, by at least an order of magnitude.",N/A,arXiv,2020,10.3847/1538-4365/ab64f0,astro-ph.EP
2167,The Subhalo Mass Function and Ultralight Bosonic Dark Matter,Katelin Schutz,"Warm dark matter has recently become increasingly constrained by observational inferences about the low-mass end of the subhalo mass function, which would be suppressed by dark matter free streaming in the early Universe. In this work, we point out that a constraint can be placed on ultralight bosonic dark matter (often referred to as ""fuzzy dark matter"") based on similar considerations. Recent limits on warm dark matter from strong gravitational lensing of quasars and from fluctuations in stellar streams separately translate to a lower limit of $\sim 2.1 \times 10^{-21}$ eV on the mass of an ultralight boson comprising all dark matter. These limits are complementary to constraints on ultralight dark matter from the Lyman-$\alpha$ forest and are subject to a completely different set of assumptions and systematic uncertainties. Taken together, these probes strongly suggest that dark matter with a mass $\sim 10^{-22}$ eV is not a viable way to reconcile differences between cold dark matter simulations and observations of structure on small scales.","Phys. Rev. D 101, 123026 (2020)",arXiv,2020,10.1103/PhysRevD.101.123026,astro-ph.CO
2168,Spillover Effects in Experimental Data,"Peter M. Aronow, Dean Eckles, Cyrus Samii, Stephanie Zonszein","We present current methods for estimating treatment effects and spillover effects under ""interference"", a term which covers a broad class of situations in which a unit's outcome depends not only on treatments received by that unit, but also on treatments received by other units. To the extent that units react to each other, interact, or otherwise transmit effects of treatments, valid inference requires that we account for such interference, which is a departure from the traditional assumption that units' outcomes are affected only by their own treatment assignment. Interference and associated spillovers may be a nuisance or they may be of substantive interest to the researcher. In this chapter, we focus on interference in the context of randomized experiments. We review methods for when interference happens in a general network setting. We then consider the special case where interference is contained within a hierarchical structure. Finally, we discuss the relationship between interference and contagion. We use the interference R package and simulated data to illustrate key points. We consider efficient designs that allow for estimation of the treatment and spillover effects and discuss recent empirical studies that try to capture such effects.",N/A,arXiv,2020,N/A,stat.AP
2169,GPU acceleration of CaNS for massively-parallel direct numerical simulations of canonical fluid flows,"Pedro Costa, Everett Phillips, Luca Brandt, Massimiliano Fatica","This work presents the GPU acceleration of the open-source code CaNS for very fast massively-parallel simulations of canonical fluid flows. The distinct feature of the many-CPU Navier-Stokes solver in CaNS is its fast direct solver for the second-order finite-difference Poisson equation, based on the method of eigenfunction expansions. The solver implements all the boundary conditions valid for this type of problems in a unified framework. Here, we extend the solver for GPU-accelerated clusters using CUDA Fortran. The porting makes extensive use of CUF kernels and has been greatly simplified by the unified memory feature of CUDA Fortran, which handles the data migration between host (CPU) and device (GPU) without defining new arrays in the source code. The overall implementation has been validated against benchmark data for turbulent channel flow and its performance assessed on a NVIDIA DGX-2 system (16 Tesla V100 32Gb, connected with NVLink via NVSwitch). The wall-clock time per time step of the GPU-accelerated implementation is impressively small when compared to its CPU implementation on state-of-the-art many-CPU clusters, as long as the domain partitioning is sufficiently small that the data resides mostly on the GPUs. The implementation has been made freely available and open-source under the terms of an MIT license.",Computers & Mathematics with Applications 81 (2021) 502-511,arXiv,2020,10.1016/j.camwa.2020.01.002,physics.flu-dyn
2170,Native Point Defects in Mono-- and Bi--layer Phosphorene,"Sudipta Kundu, Mit H. Naik, Manish Jain","We study the stability and electronic properties of intrinsic point defects, vacancy and self-interstitial, in mono- and bi-layer phosphorene. We calculate the formation energies, quasiparticle defect states and charge transition levels (CTLs) of these defects using \textit{ab initio} density functional theory (DFT) and GW approximation to the electron self-energy. Using the DFT + GW two paths formalism for studying interstitial in monolayer phosphorene, we show that with the inclusion of electrostatic corrections CTLs can be calculated reliably. Our calculations show that all the native point defects have low formation energies 0.9-1.6 eV in neutral state. Furthermore, we find that vacancy in phosphorene behaves as an acceptor-like defect which can explain the p-type conductivity in phosphorene. On the other hand, interstitial can show both acceptor- and donor-like behaviour.","Phys. Rev. Materials 4, 054004 (2020)",arXiv,2020,10.1103/PhysRevMaterials.4.054004,cond-mat.mtrl-sci
2171,Strain induced orbital dynamics across the Metal Insulator transition in thin VO2/TiO2(001) films,"A. D'Elia, S. J. Rezvani, A. Cossaro, M. Stredansky, C. Grazioli, B. W. Li, C. W. Zou, M. Coreno, A. Marcelli","VO2 is a strongly correlated material, which undergoes a reversible metal insulator transition (MIT) coupled to a structural phase transition upon heating (T= 67{\deg} C). Since its discovery the nature of the insulating state has long been debated and different solid-state mechanisms have been proposed to explain its nature: Mott-Hubbard correlation, Peierls distortion or a combination of both. Moreover, still now there is a lack of consensus on the interplay between the different degrees of freedom: charge, lattice, orbital and how they contribute to the MIT. In this manuscript we will investigate across the MIT the orbital evolution induced by a tensile strain applied to thin VO2 films. The strained films allowed to study the interplay between orbital and lattice degrees of freedom and to clarify MIT properties.",N/A,arXiv,2020,10.1007/s10948-019-05378-0,cond-mat.str-el
2172,Ein optimiertes Glättungsverfahren motiviert durch eine technische Fragestellung (An optimized smoothing method motivated by a technical problem),"Frank Klinker, Günter Skoruppa","Ausgehend von einer konkreten technischen Fragestellung diskutieren wir in dieser Notiz die Anwendung verschiedener Gl\""attungsverfahren auf Datens\""atze mit vorgegebener Struktur. Wir stellen die Verfahren im Detail vor und besprechen die Vorund Nachteile. Insbesondere stellen wir hier die symmetrisierte exponentielle Gl\""attung vor, die ein sehr gutes Gl\""attungsverhalten mit einem hohen Ma\ss~an Symmetrieerhaltung kombiniert.   (Based on a specific technical question, we discuss the application of various smoothing methods to data sets with a particular structure. We present the methods in detail and discuss their advantages and disadvantages. In particular, we present the symmetrized exponential smoothing that combines very good smoothing behavior with a high degree of symmetry-conservation)","Math. Semesterber. 59 (2012), no. 1, 29-55",arXiv,2020,10.1007/s00591-012-0098-1,math.GM
2173,The Mass of Short-Range Correlated Nucleon,"Rong Wang, Xurong Chen, Taofeng Wang","The nucleon properties and structure should be modified by short-range correlations (SRC) among nucleons. By analyzing SRC ratio data, we extract the mass of nucleon in the SRC pair and the expected number of pn-SRC pairs in deuterium, under the assumption that the SRC nucleon mass is universal in different nuclei. The nucleon mass of a two-nucleon SRC pair is $m_{\text{SRC}}=852\pm 18$ MeV, and the number of pn-SRC pairs in deuterium is $n^{\text{d}}_{\text{SRC}}=0.021\pm 0.005$. The mass deficit of the strongly overlapping nucleon can be explained by the trace anomaly contribution to the mass in QCD or alternatively by the vacuum energy in the MIT bag model.","Chinese Phys. C 45, 021001 (2021)",arXiv,2020,10.1088/1674-1137/abccab,nucl-th
2174,Multi-Scale Weight Sharing Network for Image Recognition,"Shubhra Aich, Ian Stavness, Yasuhiro Taniguchi, Masaki Yamazaki","In this paper, we explore the idea of weight sharing over multiple scales in convolutional networks. Inspired by traditional computer vision approaches, we share the weights of convolution kernels over different scales in the same layers of the network. Although multi-scale feature aggregation and sharing inside convolutional networks are common in practice, none of the previous works address the issue of convolutional weight sharing. We evaluate our weight sharing scheme on two heterogeneous image recognition datasets - ImageNet (object recognition) and Places365-Standard (scene classification). With approximately 25% fewer parameters, our shared-weight ResNet model provides similar performance compared to baseline ResNets. Shared-weight models are further validated via transfer learning experiments on four additional image recognition datasets - Caltech256 and Stanford 40 Actions (object-centric) and SUN397 and MIT Inddor67 (scene-centric). Experimental results demonstrate significant redundancy in the vanilla implementations of the deeper networks, and also indicate that a shift towards increasing the receptive field per parameter may improve future convolutional network architectures.",N/A,arXiv,2020,N/A,cs.CV
2175,Black and White Holes at Material Junctions,"Yaron Kedem, Emil J. Bergholtz, Frank Wilczek","Electrons in Type II Weyl semimetals display one-way propagation, which supports totally reflecting behavior at an endpoint, as one has for black hole horizons viewed from the inside. Junctions of Type I and Type II lead to equations identical to what one has near black hole horizons, but the physical implications, we suggest, are quite different from expectations which are conventional in that context. The time-reversed, ""white hole"" configuration is also physically accessible.","Phys. Rev. Research 2, 043285 (2020)",arXiv,2020,10.1103/PhysRevResearch.2.043285,cond-mat.mes-hall
2176,Plunge into the Underworld: A Survey on Emergence of Darknet,"Victor Adewopo, Bilal Gonen, Said Varlioglu, Murat Ozer","The availability of sophisticated technologies and methods of perpetrating criminogenic activities in the cyberspace is a pertinent societal problem. Darknet is an encrypted network technology that uses the internet infrastructure and can only be accessed using special network configuration and software tools to access its contents which are not indexed by search engines. Over the years darknets traditionally are used for criminogenic activities and famously acclaimed to promote cybercrime, procurements of illegal drugs, arms deals, and cryptocurrency markets. In countries with oppressive regimes, censorship of digital communications, and strict policies prompted journalists and freedom fighters to seek freedom using darknet technologies anonymously while others simply exploit it for illegal activities. Recently, MIT's Lincoln Laboratory of Artificial Intelligence augmented a tool that can be used to expose illegal activities behind the darknet. We studied relevant literature reviews to help researchers to better understand the darknet technologies, identify future areas of research on the darknet and ultimately to optimize how data-driven insights can be utilized to support governmental agencies in unraveling the depths of darknet technologies. This paper focuses on the use of the internet for crimes, deanonymization of TOR-services, darknet a new digital street for illicit drugs, research questions and hypothesis to guide researchers in further studies. Finally, in this study, we propose a model to examine and investigate anonymous online illicit markets.","6th Annual Conference on Computational Science & Computational
  Intelligence (CSCI'19); Dec 05-07, 2019; Las Vegas, Nevada, USA",arXiv,2020,10.1109/CSCI49370.2019.00032,cs.CR
2177,Treadmilling stability of a one-dimensional actin growth model,"Rohan Abeyaratne, Eric Puntel, Giuseppe Tomassetti","Actin growth is a fundamental biophysical process and it is, at the same time, a prototypical example of diffusion-mediated surface growth. We formulate a coupled chemo-mechanical, one-dimensional growth model encompassing both material accretion and ablation. A solid bar composed of bound actin monomers is fixed at one end and connected to an elastic device at the other. This spring-like device could, for example, be the cantilever tip of an atomic force microscope. The compressive force applied by the spring on the bar increases as the solid grows and affects the rate of growth. The mechanical behaviour of the bar, the diffusion of free actin monomers in a surrounding solvent and the kinetic growth laws at the accreting/ablating ends are accounted for. The constitutive response of actin is modeled by a convex but otherwise arbitrary elastic strain energy density function. Treadmilling solutions, characterized by a constant length of the continuously evolving body, are investigated. Existence and stability results are condensed in the form of simple formulas and their physical implications are discussed.",N/A,arXiv,2020,N/A,cond-mat.soft
2178,Efficient classical simulation of random shallow 2D quantum circuits,"John Napp, Rolando L. La Placa, Alexander M. Dalzell, Fernando G. S. L. Brandao, Aram W. Harrow","Random quantum circuits are commonly viewed as hard to simulate classically. In some regimes this has been formally conjectured, and there had been no evidence against the more general possibility that for circuits with uniformly random gates, approximate simulation of typical instances is almost as hard as exact simulation. We prove that this is not the case by exhibiting a shallow circuit family with uniformly random gates that cannot be efficiently classically simulated near-exactly under standard hardness assumptions, but can be simulated approximately for all but a superpolynomially small fraction of circuit instances in time linear in the number of qubits and gates. We furthermore conjecture that sufficiently shallow random circuits are efficiently simulable more generally. To this end, we propose and analyze two simulation algorithms. Implementing one of our algorithms numerically, we give strong evidence that it is efficient both asymptotically and, in some cases, in practice. To argue analytically for efficiency, we reduce the simulation of 2D shallow random circuits to the simulation of a form of 1D dynamics consisting of alternating rounds of random local unitaries and weak measurements -- a type of process that has generally been observed to undergo a phase transition from an efficient-to-simulate regime to an inefficient-to-simulate regime as measurement strength is varied. Using a mapping from quantum circuits to statistical mechanical models, we give evidence that a similar computational phase transition occurs for our algorithms as parameters of the circuit architecture like the local Hilbert space dimension and circuit depth are varied.","Phys. Rev. X 12, 021021 (2022)",arXiv,2019,10.1103/PhysRevX.12.021021,quant-ph
2179,Probing magnon-magnon coupling in exchange coupled Y$_3$Fe$_5$O$_{12}$/Permalloy bilayers with magneto-optical effects,"Yuzan Xiong, Yi Li, Mouhamad Hammami, Rao Bidthanapally, Joseph Sklenar, Xufeng Zhang, Hongwei Qu, Gopalan Srinivasan, John Pearson, Axel Hoffmann, Valentine Novosad, Wei Zhang","We demonstrate the magnetically-induced transparency (MIT) effect in Y$_3$Fe$_5$O$_{12}$(YIG)/Permalloy(Py) coupled bilayers. The measurement is achieved via a heterodyne detection of the coupled magnetization dynamics using a single wavelength that probes the magneto-optical Kerr and Faraday effects of Py and YIG, respectively. Clear features of the MIT effect are evident from the deeply modulated ferromagnetic resonance of Py due to the perpendicular-standing-spin-wave of YIG. We develop a phenomenological model that nicely reproduces the experimental results including the induced amplitude and phase evolution caused by the magnon-magnon coupling. Our work offers a new route towards studying phase-resolved spin dynamics and hybrid magnonic systems.",N/A,arXiv,2019,N/A,cond-mat.mtrl-sci
2180,Supervised and Unsupervised Learning of Parameterized Color Enhancement,"Yoav Chai, Raja Giryes, Lior Wolf","We treat the problem of color enhancement as an image translation task, which we tackle using both supervised and unsupervised learning. Unlike traditional image to image generators, our translation is performed using a global parameterized color transformation instead of learning to directly map image information. In the supervised case, every training image is paired with a desired target image and a convolutional neural network (CNN) learns from the expert retouched images the parameters of the transformation. In the unpaired case, we employ two-way generative adversarial networks (GANs) to learn these parameters and apply a circularity constraint. We achieve state-of-the-art results compared to both supervised (paired data) and unsupervised (unpaired data) image enhancement methods on the MIT-Adobe FiveK benchmark. Moreover, we show the generalization capability of our method, by applying it on photos from the early 20th century and to dark video frames.",N/A,arXiv,2019,N/A,cs.CV
2181,Hadron properties in a nuclear medium and effective nuclear force from quarks: the quark-meson coupling model,K. Tsushima,"We give a short review of the quark-meson coupling (QMC) model, the quark-based model of finite nuclei and hadron interactions in a nuclear medium, highlighting on the relationship with the Skyrme effective nuclear forces. The model is based on a mean field description of nonoverlapping nucleon MIT bags bound by the self-consistent exchange of Lorentz-scalar-isoscalar, Lorentz-vector-isoscalar, and Lorentz-vector-isovector meson fields directly coupled to the light quarks up and down. In conventional nuclear physics the Skyrme effective forces are very popular, but, there is no satisfactory interpretation of the parameters appearing in the Skyrme forces. Comparing a many-body Hamiltonian generated by the QMC model in the zero-range limit with that of the Skyrme force, it is possible to obtain a remarkable agreement between the Skyrme force and the QMC effective interaction. Furthermore, it is shown that 3-body and higher order N-body forces are naturally included in the QMC-generated effective interaction.","AAPPS (Association of Asia Pacific Physical Sciences) Bulletin,
  DECEMBER Vol. 29 No. 6, APCTP Section-2, pages 37 - 45 (2019)",arXiv,2019,10.22661/AAPPSBL.2019.29.6.37,nucl-th
2182,"Geometric properties of Clausen's Hypergeometric Function $_3F_2(a,b,c;d,e;z)$","Koneri Chandrasekran, Devasir John Prabhakaran","The Clausen's Hypergeometric Function is given by $${}_3F_2(a,b,c;d,e;z) = \sum_{n=0}^\infty \frac{(a)_n(b)_n(c)_n}{(d)_n(e)_n(1)_n}z^n\, ; \ a,b,c,d,e\in \mathbb{C}$$ provided $d,\, e\, \neq 0,-1,-2,\cdots$ in unit disc $\mathbb{D} =\{z\in \mathbb{C} \,:\, |z|<1\}$. In this paper, an operator $\mathcal{I}_{a,b,c}(f)(z)$ involving Clausen's Hypergeometric Function by means of Hadamard Product is introduced. Geometric properties of $\mathcal{I}_{a,b,c}(f)(z)$ are obtained based on its Taylor's coefficient.",jmi-2021-15-66,arXiv,2019,10.7153/jmi-2021-15-66,math.CV
2183,Lattice Analysis of $SU(2)$ with 1 Adjoint Dirac Flavor,"Zhen Bi, Anthony Grebe, Gurtej Kanwar, Patrick Ledwith, David Murphy, Michael L. Wagman","Recently $SU(2)$ Yang-Mills theory with one massless adjoint Dirac quark flavor emerges as a novel critical theory that can describe the evolution between a trivial insulator and a topological insulator in AIII class in $3+1$ dimensions. There are several classes of conjectured infrared dynamics for this theory. One possibility is that the theory undergoes spontaneous chiral symmetry breaking, with two massless Goldstone bosons (the scalar diquark and its antiparticle) in the infrared. Another scenario, which is suggested by previous lattice studies by Athenodorou et al., is that the IR sector of the theory is a strongly interacting conformal field theory as the quark mass vanishes. The most recent theoretical proposals argue for a case that in the infrared a composite fermion composed of two quarks and an antiquark becomes massless and non-interacting as the quark mass goes to zero, while other sectors are decoupled from this low-energy fermion. This work expands upon previous studies by including the composite fermion to investigate which of these three potential scenarios captures the infrared behavior of this theory.",N/A,arXiv,2019,N/A,hep-lat
2184,Evolution of the accretion disk-corona during bright hard-to-soft state transition: A reflection spectroscopic study with GX 339-4,"Navin Sridhar, Javier A. García, James F. Steiner, Riley M. T. Connors, Victoria Grinberg, Fiona A. Harrison","We present the analysis of several observations of the black hole binary GX 339--4 during its bright intermediate states from two different outbursts (2002 and 2004), as observed by RXTE/PCA. We perform a consistent study of its reflection spectrum by employing the relxill family of relativistic reflection models to probe the evolutionary properties of the accretion disk including the inner disk radius ($R_{\rm in}$), ionization parameter ($\xi$), temperatures of the inner disk ($T_{\rm in}$), corona ($kT_{\rm e}$), and its optical depth ($\tau$). Our analysis indicates that the disk inner edge approaches the inner-most stable circular orbit (ISCO) during the early onset of bright hard state, and that the truncation radius of the disk remains low ($\lesssim 14 R_{\rm g}$) throughout the transition from hard to soft state. This suggests that the changes observed in the accretion disk properties during the state transition are driven by variation in accretion rate, and not necessarily due to changes in the inner disk's radius. We compare the aforementioned disk properties in two different outbursts, with state transitions occurring at dissimilar luminosities, and find identical evolutionary trends in the disk properties, with differences only seen in corona's $kT_{\rm e}$ and $\tau$. We also perform an analysis by employing a self-consistent Comptonized accretion disk model accounting for the scatter of disk photons by the corona, and measure low inner disk truncation radius across the bright intermediate states, using the temperature dependent values of spectral hardening factor, thereby independently confirming our results from the reflection spectrum analysis.",N/A,arXiv,2019,10.3847/1538-4357/ab64f5,astro-ph.HE
2185,General F-theory models with tuned $(\operatorname{SU}(3) \times \operatorname{SU}(2) \times \operatorname{U}(1)) / \mathbb{Z}_6$ symmetry,"Nikhil Raghuram, Washington Taylor, Andrew P. Turner","We construct a general form for an F-theory Weierstrass model over a general base giving a 6D or 4D supergravity theory with gauge group $(\operatorname{SU}(3) \times \operatorname{SU}(2) \times \operatorname{U}(1)) / \mathbb{Z}_6$ and generic associated matter, which includes the matter content of the standard model. The Weierstrass model is identified by unHiggsing a model with $\operatorname{U}(1)$ gauge symmetry and charges $q \le 4$ previously found by the first author. This model includes two distinct branches that were identified in earlier work, and includes as a special case the class of models recently studied by Cveti\v{c}, Halverson, Lin, Liu, and Tian, for which we demonstrate explicitly the possibility of unification through an $\operatorname{SU}(5)$ unHiggsing. We develop a systematic methodology for checking that a parameterized class of F-theory Weierstrass models with a given gauge group $G$ and fixed matter content is generic (contains all allowed moduli) and confirm that this holds for the models constructed here.",N/A,arXiv,2019,10.1007/JHEP04(2020)008,hep-th
2186,A Bridge from Euclidean Nonperturbative approach to Minkowskian Distribution Functions,"Langtian Liu, Lei Chang, Yu-xin Liu","We give out a simple way to connect the parton distribution functions defined in Minkowskian space and the nonperturbative QCD methods grounded in Euclidean space (e.g., lattice QCD(LQCD), Dyson-Schwinger (DS) equations, functional renormalization group (FRG) approach) in this work. We combine the MIT bag model with the DS equation approach to calculate the longitudinal distribution function, transverse distribution function and scalar distribution function in a proton at renormalization point $\mu = 2\,\text{GeV}$. We look then insight into the dressed effects on the axial, tensor and scalar charges in a nucleon to some extent. This method can be regard as a new bridge between the Euclidean non-perturbative approaches and the Minkowskian space physics.",N/A,arXiv,2019,N/A,hep-ph
2187,Macaw: An Extensible Conversational Information Seeking Platform,"Hamed Zamani, Nick Craswell","Conversational information seeking (CIS) has been recognized as a major emerging research area in information retrieval. Such research will require data and tools, to allow the implementation and study of conversational systems. This paper introduces Macaw, an open-source framework with a modular architecture for CIS research. Macaw supports multi-turn, multi-modal, and mixed-initiative interactions, and enables research for tasks such as document retrieval, question answering, recommendation, and structured data exploration. It has a modular design to encourage the study of new CIS algorithms, which can be evaluated in batch mode. It can also integrate with a user interface, which allows user studies and data collection in an interactive mode, where the back end can be fully algorithmic or a wizard of oz setup. Macaw is distributed under the MIT License.",N/A,arXiv,2019,N/A,cs.IR
